"pub","va","sema","na","stda","vi","semi","ni","stdi","ka","ki","sequence","sequence_full","cell","cell_full","beta1","tmin","tmax","trtype","trmin","trmax","ljp_corrected","ljp","rpmin","rpmax","rsmin","rsmax","rscmin","rscmax","waitmin","waitmax","imin","imax","vpeak","ipeak","irep","t_cycle","pah","palo","pad","pahi","pih","pilo","pid","pihi","pit","boltz_ag","boltz_ii","na_e","na_e2","ca_e","tea_e","nmdg_e","choline_e","ph_e","mix_e","bath","na_i","ca_i","mg_i","atp_i","egta_i","bapta_i","ca_ib","tea_i","ph_i","mix_i","pipette","equipment","notes"
"Tan 2005",-40,0.8,3,1.3856406461,-81,2.7,3,4.6765371804,"None","None","b","isoform b","HEK","HEK293","no",22,24,"transient","None","None","None","None",1,2,"None","None","None","None","None","None","None","None",-20,"None","None","None",-140,-120,10,60,-140,-150,10,0,0,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl2 1.8, MgCl2 0.75, HEPES 5",0,0,0,0,2,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 2, HEPES 5","pClamp 8.0.1",
"Tan 2005",-39,2,4,4,-75,2,8,5.6568542495,"None","None","a","isoform a","HEK","HEK293","no",22,24,"transient","None","None","None","None",1,2,"None","None","None","None","None","None","None","None",-20,"None","None","None",-140,-120,10,60,-140,-150,10,0,0,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl2 1.8, MgCl2 0.75, HEPES 5",0,0,0,0,2,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 2, HEPES 5","pClamp 8.0.1",
"Tan 2005",-39,2,4,4,-78,1,8,2.8284271247,"None","None","a","isoform a","HEK","HEK293","no",22,24,"transient","None","None","None","None",1,2,"None","None","None","None","None","None","None","None",-20,"None","None","None",-140,-120,10,60,-140,-150,10,0,0,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl2 1.8, MgCl2 0.75, HEPES 5",0,0,0,0,2,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 2, HEPES 5","pClamp 8.0.1",
"Tan 2005",-42,1.4,8,3.9597979746,-82,1.4,12,4.8497422612,"None","None","a","isoform a","HEK","HEK293","no",22,24,"transient","None","None","None","None",1,2,"None","None","None","None","None","None","None","None",-20,"None","None","None",-140,-120,10,60,-140,-150,10,0,0,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl2 1.8, MgCl2 0.75, HEPES 5",0,0,0,0,2,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 2, HEPES 5","pClamp 8.0.1",
"Tan 2005",-40,2,18,8.4852813742,-79,2,18,8.4852813742,"None","None","a","isoform a","HEK","HEK293","no",22,24,"transient","None","None","None","None",1,2,"None","None","None","None","None","None","None","None",-20,"None","None","None",-140,-120,10,60,-140,-150,10,0,0,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl2 1.8, MgCl2 0.75, HEPES 5",0,0,0,0,2,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 2, HEPES 5","pClamp 8.0.1",
"Tan 2005",-43,1,4,2,-82,3.1,4,6.2,"None","None","a","isoform a","HEK","HEK293","no",22,24,"transient","None","None","None","None",1,2,"None","None","None","None","None","None","None","None",-20,"None","None","None",-140,-120,10,60,-140,-150,10,0,0,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl2 1.8, MgCl2 0.75, HEPES 5",0,0,0,0,2,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 2, HEPES 5","pClamp 8.0.1",
"Tan 2005",-42,1.2,8,3.3941125497,-82,1.2,9,3.6,"None","None","a","isoform a","HEK","HEK293","no",22,24,"transient","None","None","None","None",1,2,"None","None","None","None","None","None","None","None",-20,"None","None","None",-140,-120,10,60,-140,-150,10,0,0,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl2 1.8, MgCl2 0.75, HEPES 5",0,0,0,0,2,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 2, HEPES 5","pClamp 8.0.1",
"Tan 2005",-40,2,8,5.6568542495,-80,1.6,9,4.8,"None","None","a","isoform a","HEK","HEK293","no",22,24,"transient","None","None","None","None",1,2,"None","None","None","None","None","None","None","None",-20,"None","None","None",-140,-120,10,60,-140,-150,10,0,0,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl2 1.8, MgCl2 0.75, HEPES 5",0,0,0,0,2,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 2, HEPES 5","pClamp 8.0.1",
"Tan 2005",-41,0.9,4,1.8,-80,0.6,4,1.2,"None","None","a","isoform a","HEK","HEK293","no",22,24,"transient","None","None","None","None",1,2,"None","None","None","None","None","None","None","None",-20,"None","None","None",-140,-120,10,60,-140,-150,10,0,0,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl2 1.8, MgCl2 0.75, HEPES 5",0,0,0,0,2,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 2, HEPES 5","pClamp 8.0.1",
"Tan 2006",-46.9,1.2,8,3.3941125497,-81.8,1.3,8,3.6769552622,"None","None","b","Isoform b","HEK","HEK293","no",22,24,"transient","None","None","None","None",1,2,"None","None","None","None","None","None","None","None",-20,"None",-4000,"None",-140,-120,10,60,-140,-150,10,0,0,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl2 1.8, MgCl2 0.75, HEPES 5",0,0,0,0,2,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 2, HEPES 5","pClamp 8.0.1",
"Tan 2006",-44.1,1.6,10,5.0596442563,-80,1.5,10,4.7434164903,"None","None","a","Isoform a","HEK","HEK293","no",22,24,"transient","None","None","None","None",1,2,"None","None","None","None","None","None","None","None",-20,"None",-4000,"None",-140,-120,10,60,-140,-150,10,0,0,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl2 1.8, MgCl2 0.75, HEPES 5",0,0,0,0,2,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 2, HEPES 5","pClamp 8.0.1",
"Tarradas 2013",-32,0.3,18,1.2727922061,-84.9,0.9,10,2.8460498942,6.9,-4.9,"astar","hH1","HEK","HEK293","no","None","None","transient",48,48,"no","None",2.5,3.2,"None","None",80,90,"None","None","None","None",-15,"None","None","None",-120,-80,5,80,-100,-140,5,5,-20,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","140 NaCl, 3 KCl, 10 HEPES, 1.8 CaCl2, 1.2 MgCl2",10,0,2,2,1,0,0,0,7.2,"CsOH","130 CsCl, 1 EGTA, 10 HEPES, 10 NaCl, 2 ATPMg","Axopatch 200B, Digidata 1440A, pClamp 10.2",
"Tester 2010",-42,2,4,4,-72,1,5,2.2360679775,"None","None","b","Isoform b","HEK","HEK293","no","None","None","transient","None","None","None","None",1,2,"None","None","None","None","None","None","None","None",-20,"None","None","None",-140,-120,10,50,-140,-150,10,0,10,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl 1.8, MgCl 0.75, HEPES 5",0,0,0,0,2,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 2, HEPES 5","pClamp 9","Room temperature, don't mention b1 explicitly"
"Tsurugi 2009",-39.6,1.2,8,3.3941125497,-88,0.9,8,2.5455844123,4.9,-5.1,"None",,"HEK","HEK293","no",22,24,"stable","None","None","None","None",1,1.2,"None","None","None","None","None","None","None","None",-30,"None",-5000,"None",-150,-90,10,40,-120,-150,10,-40,-20,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl2 1.8, MgCl2 0.75, HEPES 5",0,0,0,0,5,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 5, HEPES 5","Axopatch 20A, Clampex 9.2","Don't mention b1 explicitly"
"Valdivia 2004",-42,2,15,7.7459666924,-84.3,1,20,4.472135955,5.1,"None","b","hH1c","HEK","HEK293","no","None","None","transient","None","None","None","None","None","None","None","None","None","None","None","None","None","None",-20,"None",-3500,"None",-140,-120,10,60,-140,-130,10,-40,0,"yes","yes","None","None","None","None","None","None","None","None",,"None","None","None","None","None","None","None","None","None","None",,,"Probably room temperature"
"Vatta 2002a",0,0,0,0,-89.5,0.2,6,0.4898979486,"None","None","None",,"HEK","TSA201","no","None","None","transient","None","None","None","None",0.8,1.4,"None","None","None","None","None","None","None","None","None","None",-3500,"None","None","None","None","None","None","None","None","None","None","None","yes",150,"None",1.5,5,0,0,7.2,"None","2 KCl, 150 NaCl, 1.5 CaCl2 , 1 MgCl2 , 10 glucose, 5 TEA",35,0,0,0,10,0,0,0,7.4,"None","35 NaCl, 10 Hepes, 10 EGTA, 105 CsF","Axopatch 200A, pClamp 7","Room temperature, don't mention b1 explicitly"
"Viswanathan 2003",-40.7,1.4,11,4.6432747065,-85,1.2,11,3.9799497484,5.9,-5.2,"astar","hH1","HEK","tsa-201","yes",21,21,"transient","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",-120,-100,10,0,-120,-140,10,-40,-20,"yes","yes",145,"None",1.8,0,0,0,7.35,"None","145 NaCl, 4 KCl, 1.8 CaCl2, 1 MgCl2, 10 HEPES",10,0,0,0,10,0,0,0,7.35,"CsOH","10 NaF, 110 CsF, 20 CsCl, 10 EGTA, 10 HEPES","Digidata 1200, pClamp 8.0.1",
"Wang 1996",-43.2,1.9,13,6.8505474234,-99.6,0.88,11,2.9186298155,5.03,-5.7,"astar","hH1","HEK","tsA-201","no",20,22,"transient","None","None","None","None",0.8,2,"None","None","None","None","None","None","None","None",-20,"None",-2500,"None",-120,-90,10,40,-120,-160,10,-50,-20,"yes","yes",145,"None",1.8,0,0,0,7.35,"None","145 NaCl, 4 KCl, 1.8 CaCl2, 1 MgCl2, 10 Hepes, 10 glucose",10,0,0,0,10,0,0,0,7.35,"None","10 NaF, 110 CsF, 20 CsCl, 10 EGTA, 10 Hepes","Axopatch 200A",
"Wang 2002",-47.7,1,16,4,-100.7,1.4,19,6.102458521,7,"None","astar","hH1","HEK","tsA201","yes",22,22,"transient","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",-120,-80,10,20,-120,-160,10,-40,-10,"yes","yes","None","None","None","None","None","None","None","None",,"None","None","None","None","None","None","None","None","None","None",,"pClamp 8",
"Wang 2007a",-44.3,0.6,14,2.2449944321,-89.3,1.1,16,4.4,7.1,-7,"astar","hH1","HEK","tsA201","yes","None","None","transient",48,48,"None","None",0.8,1.5,"None","None",85,95,"None","None",-800,-6000,-30,"None",-2000,5,-120,-80,10,20,-120,-180,10,-30,-30,"yes","yes",145,"None",1.8,0,0,0,7.35,"NaOH","145 NaCl, 4 KCl, 1.8 CaCl2, 1 MgCl2, 10 HEPES, 10 glucose",10,0,0,0,2,0,0,0,7.35,"CsOH","10 NaF, 110 CsF, 20 CsCl, 2 EGTA, 10 HEPES","Axopatch 200B, pClamp 8","Room temperature"
"Wang 2007b",-46,3.1,5,6.9318107302,0,0,0,0,"None","None","astar","hH1","HEK","HEK293t","yes",21,25,"transient",24,96,"no","None",0.5,1,1,3,90,"None","None","None","None","None","None","None",18000,"None",-140,-80,10,50,"None","None","None","None","None","yes","yes",65,"None",2,0,0,85,"None","TMAH","65 NaCl, 85 choline Cl, 2 CaCl2, 10 HEPES",130,0,0,0,10,0,0,0,7.2,"CsOH","100 NaF, 30 NaCl, 10 EGTA, 10 HEPES","Axopatch 200B",
"Wang 2011",0,0,0,0,-89.9,0.8,14,2.99332590941915,"None",-4.7,"None",,"HEK","HEK293T","no",20,22,"transient",48,72,"None","None",1,2,"None","None","None",85,"None","None","None","None","None","None","None","None","None","None","None","None",-120,-130,10,-10,-20,"None","yes",130,"None",1.8,0,0,0,7.35,"NaOH","NaCl 130, KCl 4, CaCl2 1.8, MgCl2 1, HEPES 10, glucose 10",10,0,0,0,10,0,0,0,7.35,"CsOH","CsF 110, EGTA 10, NaF 10, CsCl 20, HEPES 10","Digidata 1322A, Clampfit 10.2",
"Wang 2015",-40.91,0.21,9,0.63,-72.7,0.94,7,2.4870062324,5.1,-8,"astar","hH1","HEK","HEK293","no",21,24,"transient",48,72,"no",6.7,1,2,1,3,80,80,5,"None","None","None","None","None","None",2,-120,-80,10,60,-140,-140,10,-20,-20,"yes","yes",140,"None",2,0,0,0,7.4,"NaOH","NaCl 140, CsCl 10, CaCl2 2, MgCl2 1, glucose 5, HEPES 10",10,0,1,0,11,0,0,0,7.2,"CsOH","CsCl 110, NaCl 10, EGTA 11, MgCl2 1, HEPES 10","Axopatch 200B, pClamp 6",
"Wang 2016",-44.5,0.8,36,4.8,-93.5,0.7,34,4.0816663264,5.6,-5.2,"None",,"HEK","HEK","yes","None","None","transient",48,48,"None","None",1.2,3,"None","None",70,90,"None","None","None","None",-30,"None",-5000,"None",-120,-100,5,60,-120,-140,5,-40,-40,"yes","yes",120,"None",1.8,20,0,0,7.4,"NaOH","NaCl 120, KCl 5.4, CaCl2 1.8, MgCl2 1, HEPES 10, glucose 10, TEA-Cl 20",10,0,0,0,5,0,0,11,7.3,"CsOH","CsCl 50, CsF 30, L-Asp 50, NaCl 10, TEA-NoH 11, EGTA 5, HEPES 10","Axopatch 200B","Room temperature"
"Watanabe 2011b",-35.4,0.6,25,3,-84.5,1,24,4.8989794856,"None","None","a","Isoform a","CHO","CHO","no",18,18,"transient",48,48,"None","None",1.5,1.5,"None","None",70,85,"None","None","None","None",-30,"None",-7500,"None",-120,-100,10,20,-120,-140,10,-20,-30,"None","None",145,"None",1.8,0,0,0,7.4,"NaOH","145 NaCl, 4 KCl, 1 MgCl2, 1.8 CaCl2, 10 glucose, 10 HEPES",10,0,0,0,10,0,0,0,7.4,"CsOH","10 NaF, 110 CsF, 20 CsCl, 10 EGTA, 10 HEPES","Axopatch 200B, Digidata 1322A, pClamp 9.2",
"Watanabe 2011b",-47.7,1.1,16,4.4,-89.4,0.7,19,3.0512292605,"None","None","a","Isoform a","HEK","tsA201","no",18,18,"transient",48,48,"None","None",1.5,1.5,"None","None",70,85,"None","None","None","None",-30,"None",-7500,"None",-120,-100,10,20,-120,-140,10,-20,-30,"None","None",145,"None",1.8,0,0,0,7.4,"NaOH","145 NaCl, 4 KCl, 1 MgCl2, 1.8 CaCl2, 10 glucose, 10 HEPES",10,0,0,0,10,0,0,0,7.4,"CsOH","10 NaF, 110 CsF, 20 CsCl, 10 EGTA, 10 HEPES","Axopatch 200B, Digidata 1322A, pClamp 9.2",
"Wedekind 2001",-42.8,2.9,7,7.6726788021,-98.1,1.9,7,5.026927491,6.8,-5.8,"astar","hH1","HEK","HEK293","yes",21,21,"transient",24,48,"None","None",2,3,"None","None",70,80,"None","None","None","None",-30,"None",-4000,5,-120,-95,5,5,-120,-140,5,-40,-20,"yes","yes",147.1,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4.7, CaCl2 1.8, MgCl2 2, NaHCO3 4.3, Na2HPO4 1.4, glucose 11, HEPES 16.8",10,0,2,0,10,0,0,0,7.3,"NaOH","CsF 100, CsCl 40, EGTA 10, NaCl 10, MgCl2 2, HEPES 10","Axopatch 200B",
"Wehrens 2003",-29.8,0.4,8,1.1313708499,-64,0.8,8,2.2627416998,5.6,-5.6,"None",,"HEK","HEK293","yes",22,22,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",-100,-80,10,20,-100,-120,10,20,20,"yes","yes",135,30,2,0,0,0,7.4,"None","CaCl2 2, MgCl2 1, NaCl 135, HEPES 10, glucose 5",10,1,1,5,11,0,0.000015,0,7.2,"CsOH","CsCl 60, Cs-Asp 80, EGTA 11, MgCl2 1, CaCl2 1, HEPES 10, Na2-ATP 5","Axopatch 200B, pClamp 8",
"Winkel 2012",-26,2.5,17,10.307764064,-84.6,1.8,16,7.2,6.3,-5.8,"None",,"HEK","HEK293","no",20,22,"transient",48,72,"None","None","None","None","None","None","None","None","None","None","None","None",-10,"None",-5000,"None","None","None","None","None","None","None","None","None","None","yes","yes",130,"None",2,0,0,0,7.4,"CsOH","NaCl 130, CaCl2 2, MgCl 2 1.2, CsCl 5, HEPES 10, glucose 5",10,1,1,5,11,0,0.000015,0,7.2,"CsOH","CsCl 60, Cs-Asp 70, EGTA 11, MgCl2 1, CaCl 2 1, HEPES 10, Na2ATP 5",,
"Yang 2002",-54.3,3.5,7,9.2601295887,-98.3,0.3,7,0.7937253933,6.7,-7.6,"astar","hH1","HEK","tsa-201","yes","None","None","transient",48,48,"None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",,"None","None","None","None","None","None","None","None","None","None",,,"Probably room temperature, Don't mention hh, but AL George is co-author"
"Ye 2003",-44,5,10,15.8113883008,-95,4.8,9,14.4,5,"None","astar","hH1","HEK","HEK293","no","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",-1000,"None",-120,-120,5,40,-120,-140,10,0,-20,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","140 NaCl, 4 KCl, 1.8 CaCl2, 0.75 MgCl2, 5 HEPES",5,0,0,0,2,0,0,0,7.4,"CsOH","120 CsF, 15 CsCl, 2 EGTA, 5 HEPES, 5 NaCl","pClamp 8","Room temperature"
"Ye 2003",-40,7,7,18.5202591775,-86,5.8,7,15.3453576042,5.5,"None","bstar","hH1a","HEK","HEK293","no","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",-1000,"None",-120,-120,5,40,-120,-140,10,0,-20,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","140 NaCl, 4 KCl, 1.8 CaCl2, 0.75 MgCl2, 5 HEPES",5,0,0,0,2,0,0,0,7.4,"CsOH","120 CsF, 15 CsCl, 2 EGTA, 5 HEPES, 5 NaCl","pClamp 8","Room temperature"
"Yokoi 2005",-49.8,1.3,8,3.6769552622,-88.6,1,9,3,5.3,-7.9,"None",,"HEK","tsA-201","no","None","None","transient",24,48,"None","None","None","None","None","None","None","None","None","None","None","None","None","None",-10000,"None",-120,-90,10,0,-120,-150,10,-20,-20,"yes","yes",145,"None",1.8,0,0,0,7.35,"NaOH","145 NaCl, 4 KCl, 1.8 CaCl2, 1 MgCl2, 10 glucose, 10 HEPES",10,0,0,0,10,0,0,0,7.35,"CsOH","10 NaF, 110 CsF, 20 CsCl, 10 EGTA, 10 HEPES","pClamp 6 and 8","Room temperature"
"Young 2005",-32.7,1.3,20,5.8137767415,-66,2,20,8.94427191,8.7,-10,"astar","hH1","CHO","CHO-K1","no","None","None","transient",48,72,"no",-8,1.5,3,"None","None",95,"None",5,"None",-1000,"None","None","None","None","None",-120,-90,10,100,-120,-150,10,30,-10,"yes","yes",132,"None",1.5,0,0,0,7.4,"NaOH","132 NaCl, 4 KCl, 1.5 CaCl2, 1.5 MgCl2, 11 glucose, 10 Hepes",10,0,0,0,5,0,0,0,7.4,"CsOH","115 CsF, 10 CsCl, 10 NaF, 10 Hepes, 5 EGTA","Axopatch 200A, pClamp 8","Room temperature"
"Zeng 2013",-34.5,1.5,8,4.2426406871,-81.1,1.3,13,4.6872166581,6,-5.2,"a","isoform a","HEK","HEK293","yes",22,25,"transient",48,48,"None","None","None","None","None","None","None","None","None","None","None","None","None","None",-4000,"None",-120,-120,10,10,-120,-140,10,-20,-20,"yes","yes","None","None","None","None","None","None","None","None",,"None","None","None","None","None","None","None","None","None","None",,"Multiclamp 700B, Digidata 1440A, pClamp 10.1",
"Zhang 2015",-28.1,1.3,15,5.0348783501,0,0,0,0,12.4,"None","None",,"HEK","HEK293","no","None","None","stable","None","None","None","None","None",2,"None","None",80,"None","None","None","None","None",-30,"None",-6000,5,"None",-70,10,40,"None","None","None","None","None","yes","None",130,"None",2,0,0,0,7.4,"CsOH","NaCl 130, CaCl2 2, CsCl 5, MgCl2 1.2, HEPES 10, glucose 5",10,0,0,5,11,0,0,0,7.2,"CsOH","CsCl 60, Cs-Asp 80, EGTA 11, HEPES 10, Na2ATP 5","Multiclamp 700B, Digidata 1322A, pClamp 9.2","Room temperature"
